"","Code","Name","Postcode","Start","Close","Sector","CCG20CD","CCG20NM","STP20CD","STP20CDH","STP20NM","NHSER20CD","NHSER20CDH","NHSER20NM","STPCDH","latitude","longitude","Successor.Code","Organisation.Name","Latest.Status","Date.Of.Publication","Primary.Sector","Commissioner..From.ODS.","Successor.Status","Final.Status","Short.Status"
"297","RWA","HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST","HU3 2JZ",1999-10-01,,"Trust",,,"E54000051",,"Humber, Coast and Vale","E40000009","Y63","North East and Yorkshire","QOQ",53.744113,-0.358146,,"Hull University Teaching Hospitals NHS Trust","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"298","RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","LN2 5QY",2000-04-01,,"Trust",,,"E54000013",,"Lincolnshire","E40000008","Y60","Midlands","QJM",53.233575,-0.519635,,"UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"299","RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","LE1 5WW",2000-04-01,,"Trust",,,"E54000015",,"Leicester, Leicestershire and Rutland","E40000008","Y60","Midlands","QK1",52.6268,-1.135953,,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","20/21 Standards Met","27/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"300","RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","ME16 9QQ",2000-04-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.273662,0.483974,,"MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"301","RWG","WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST","WD18 0HB",2000-04-01,,"Trust",,,"E54000025",,"Hertfordshire and West Essex","E40000007","Y61","East of England","QM7",51.648921,-0.404187,,"WEST HERTFORDSHIRE HOSPITALS NHS TRUST","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"302","RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","SG1 4AB",2000-04-01,,"Trust",,,"E54000025",,"Hertfordshire and West Essex","E40000007","Y61","East of England","QM7",51.924611,-0.212726,,"EAST AND NORTH HERTFORDSHIRE NHS TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"303","RWJ","STOCKPORT NHS FOUNDATION TRUST","SK2 7JE",2000-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.383778,-2.13202,,"STOCKPORT NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"304","RWK","EAST LONDON NHS FOUNDATION TRUST","E1 8DE",2000-04-01,,"Trust",,,"E54000029",,"East London Health and Care Partnership","E40000003","Y56","London","QMF",51.513374,-0.071865,,"EAST LONDON NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"305","RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","WR5 1DD",2000-04-01,,"Trust",,,"E54000019",,"Herefordshire and Worcestershire","E40000008","Y60","Midlands","QGH",52.191193,-2.181158,,"WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","20/21 Standards Met","30/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"306","RWR","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","AL10 8YE",2001-04-01,,"Trust",,,"E54000025",,"Hertfordshire and West Essex","E40000007","Y61","East of England","QM7",51.766985,-0.216688,,"HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","20/21 Standards Met","06/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"307","RWV","DEVON PARTNERSHIP NHS TRUST","EX2 5AF",2001-04-01,,"Trust",,,"E54000037",,"Devon","E40000006","Y58","South West","QJK",50.715395,-3.506298,,"DEVON PARTNERSHIP NHS TRUST","20/21 Standards Exceeded","30/06/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"308","RWW","WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST","WA5 1QG",2001-04-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.393973,-2.610717,,"Warrington and Halton Hospitals NHS Foundation Trust","20/21 Approaching Standards","07/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"309","RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","RG12 1BQ",2001-04-01,,"Trust",,,"E54000034",,"Frimley Health and Care ICS","E40000005","Y59","South East","QNQ",51.416854,-0.754693,,"BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","20/21 Standards Exceeded","23/03/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"310","RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","HD3 3EA",2001-04-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.655474,-1.816338,,"CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"311","RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","NG7 2UH",2006-04-01,,"Trust",,,"E54000014",,"Nottingham and Nottinghamshire Health and Care","E40000008","Y60","Midlands","QT1",52.943799,-1.185957,,"NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"312","RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","BN13 3EP",2006-04-01,,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",50.84121,-0.411162,,"SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","20/21 Standards Exceeded","27/07/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"313","RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST","DL2 2TS",2006-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.543494,-1.591147,,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"314","RX4","CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","NE3 3XT",2006-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",55.006488,-1.6331,,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"315","RX6","NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST","NE15 8NY",2006-07-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.969713,-1.712365,,"NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST","20/21 Approaching Standards","01/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"316","RX7","NORTH WEST AMBULANCE SERVICE NHS TRUST","BL1 5DD",2006-07-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.579021,-2.475803,,"NORTH WEST AMBULANCE SERVICE NHS TRUST","20/21 Approaching Standards","26/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"317","RX8","YORKSHIRE AMBULANCE SERVICE NHS TRUST","WF2 0XQ",2006-07-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.709422,-1.518789,,"YORKSHIRE AMBULANCE SERVICE NHS TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"318","RX9","EAST MIDLANDS AMBULANCE SERVICE NHS TRUST","NG8 6PY",2006-07-01,,"Trust",,,"E54000014",,"Nottingham and Nottinghamshire Health and Care","E40000008","Y60","Midlands","QT1",52.98146,-1.238124,,"EAST MIDLANDS AMBULANCE SERVICE NHS TRUST","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"319","RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","CH2 1BQ",2002-04-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.211544,-2.898825,,"CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","20/21 Standards Met","30/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"320","RXC","EAST SUSSEX HEALTHCARE NHS TRUST","TN37 7PT",2002-04-01,,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",50.88769,0.561978,,"EAST SUSSEX HEALTHCARE NHS TRUST","20/21 Standards Met","30/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"321","RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","DN4 8QN",2004-04-01,,"Trust",,,"E54000009",,"South Yorkshire and Bassetlaw","E40000009","Y63","North East and Yorkshire","QF7",53.494823,-1.145978,,"Rotherham, Doncaster and South Humber NHS Foundation Trust","20/21 Standards Met","27/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"322","RXF","MID YORKSHIRE HOSPITALS NHS TRUST","WF1 4DG",2002-04-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.692418,-1.488555,,"MID YORKSHIRE HOSPITALS NHS TRUST","20/21 Standards Met","14/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"323","RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","WF1 3SP",2002-04-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.69734,-1.494054,,"SOUTH WEST YORKSHIRE PARTNERSHIP FOUNDATION NHS TRUST","20/21 Standards Exceeded","29/04/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"324","RXH","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","BN2 5BE",2002-04-01,2021-03-31,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",50.819468,-0.118177,"RYR",,,,,,"20/21 Standards Met","20/21 Standards Met","Standards Met"
"325","RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","B18 7QH",2002-04-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.488627,-1.932507,,"SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","20/21 Approaching Standards","06/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"326","RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","FY3 8NR",2002-04-01,,"Trust",,,"E54000048",,"Healthier Lancashire and South Cumbria","E40000010","Y62","North West","QE1",53.820675,-3.016275,,"BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","03/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"327","RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","DE22 3LZ",2002-04-01,,"Trust",,,"E54000012",,"Joined Up Care Derbyshire","E40000008","Y60","Midlands","QJ2",52.91807,-1.512351,,"Derbyshire Healthcare NHS Foundation Trust","20/21 Standards Met","23/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"328","RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","PR2 9HT",2002-08-01,,"Trust",,,"E54000048",,"Healthier Lancashire and South Cumbria","E40000010","Y62","North West","QE1",53.791521,-2.706842,,"LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"329","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","DL3 6HX",2002-10-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.530374,-1.563733,,"COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"330","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","HP7 0JD",2003-04-01,,"Trust",,,"E54000044",,"Buckinghamshire, Oxfordshire and Berkshire West","E40000005","Y59","South East","QU9",51.663005,-0.621408,,"Buckinghamshire Healthcare NHS Trust","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"331","RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","BB2 3HH",2003-04-01,,"Trust",,,"E54000048",,"Healthier Lancashire and South Cumbria","E40000010","Y62","North West","QE1",53.73556,-2.462716,,"EAST LANCASHIRE HOSPITALS NHS TRUST","20/21 Standards Met","03/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"332","RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST","B1 3RB",2003-04-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.484114,-1.917317,,"BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"333","RXV","GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST","M25 3BL",2003-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.536749,-2.291465,,"GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST","20/21 Standards Exceeded","31/03/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"334","RXW","THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","SY3 8XQ",2003-10-01,,"Trust",,,"E54000011",,"Shropshire and Telford and Wrekin","E40000008","Y60","Midlands","QOC",52.709274,-2.793689,,"SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","20/21 Approaching Standards","03/08/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"335","RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST","KT22 7AD",2005-04-01,,"Trust",,,"E54000052",,"Surrey Heartlands Health and Care Partnership","E40000005","Y59","South East","QXU",51.297591,-0.335629,,"SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"336","RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","ME16 9PH",2006-04-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.273212,0.485699,,"KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"337","RY2","BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","WA5 7TY",2010-11-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.415956,-2.626724,,"Bridgewater Community Healthcare NHS Foundation Trust","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"338","RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","NR2 3TU",2010-11-01,,"Trust",,,"E54000022",,"Norfolk and Waveney Health and Care Partnership","E40000007","Y61","East of England","QMM",52.633947,1.262489,,"Norfolk Community Health and Care NHS Trust","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"339","RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","AL7 1BW",2010-11-01,,"Trust",,,"E54000025",,"Hertfordshire and West Essex","E40000007","Y61","East of England","QM7",51.802697,-0.194002,,"Hertfordshire Community NHS Trust (RY4)","20/21 Standards Met","31/03/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"340","RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","LN5 7JH",2011-04-01,,"Trust",,,"E54000013",,"Lincolnshire","E40000008","Y60","Midlands","QJM",53.226467,-0.52415,,"Lincolnshire Community Health Services NHS Trust","20/21 Standards Met","11/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"341","RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","LS6 1PF",2011-04-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.814971,-1.568473,,"Leeds Community Healthcare NHS Trust","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"342","RY7","WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST","CH42 0LQ",2011-04-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.380029,-3.026531,,"Wirral Community Health and Care NHS Foundation Trust","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"343","RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","S42 7JE",2011-04-01,,"Trust",,,"E54000012",,"Joined Up Care Derbyshire","E40000008","Y60","Midlands","QJ2",53.23967,-1.479477,,"Derbyshire Community Health Services NHS Trust (East Midlands)","20/21 Standards Met","22/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"344","RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","TW11 8HU",2011-04-01,,"Trust",,,"E54000031",,"South West London Health and Care Partnership","E40000003","Y56","London","QWE",51.427449,-0.326599,,"Hounslow and Richmond Community Healthcare NHS Trust","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"345","RYA","WEST MIDLANDS AMBULANCE SERVICE UNIVERSITY NHS FOUNDATION TRUST","DY5 1LX",2006-07-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.485661,-2.119039,,"WEST MIDLANDS AMBULANCE SERVICE NHS TRUST","20/21 Standards Met","05/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"346","RYC","EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST","SG8 6NA",2006-07-01,,"Trust",,,"E54000021",,"Cambridgeshire and Peterborough","E40000007","Y61","East of England","QUE",52.07658,0.014173,,"EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST","20/21 Standards Met","04/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"347","RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","RH10 9BG",2006-07-01,,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",51.132742,-0.168947,,"SOUTH EAST COAST AMBULANCE SERVICE NHS TRUST","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"348","RYE","SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST","OX26 6HR",2006-07-01,,"Trust",,,"E54000044",,"Buckinghamshire, Oxfordshire and Berkshire West","E40000005","Y59","South East","QU9",51.891776,-1.14948,,"SOUTH CENTRAL AMBULANCE SERVICE NHS TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"349","RYF","SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST","EX2 7HY",2006-07-01,,"Trust",,,"E54000037",,"Devon","E40000006","Y58","South West","QJK",50.720169,-3.464744,,"SOUTH WESTERN AMBULANCE SERVICE NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"350","RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","CV6 6NY",2006-10-01,,"Trust",,,"E54000018",,"Coventry and Warwickshire","E40000008","Y60","Midlands","QWU",52.457137,-1.486518,,"COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"351","RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","W2 1BL",2007-10-01,,"Trust",,,"E54000027",,"North West London Health and Care Partnership","E40000003","Y56","London","QRV",51.51754,-0.174411,,"IMPERIAL COLLEGE HEALTHCARE NHS TRUST","20/21 Standards Met","29/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"352","RYK","DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST","DY5 1RU",2008-10-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.48177,-2.117851,,"Dudley Integrated Health and Care NHS Trust","20/21 Approaching Standards","05/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"353","RYR","UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST","BN11 2DH",2009-04-01,,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",50.816691,-0.363429,,"University Hospitals Sussex NHS Foundation Trust","20/21 Standards Met","26/04/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"354","RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","PE27 4LG",2010-04-01,,"Trust",,,"E54000021",,"Cambridgeshire and Peterborough","E40000007","Y61","East of England","QUE",52.322863,-0.067127,,"Cambridgeshire Community Services NHS Trust","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"355","RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","B7 4BN",2010-11-01,,"Trust",,,"E54000017",,"Birmingham and Solihull","E40000008","Y60","Midlands","QHL",52.487324,-1.885825,,"Birmingham Community Healthcare NHS Foundation Trust","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"356","RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","NW1 5JD",2010-11-01,,"Trust",,,"E54000027",,"North West London Health and Care Partnership","E40000003","Y56","London","QRV",51.522838,-0.151539,,"Central London Community Healthcare NHS Trust","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"357","RYY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","ME16 9NT",2010-11-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.278267,0.478818,,"Kent Community Health NHS Foundation Trust","20/21 Standards Met","26/05/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
