"","Code","Name","Start","Close","Prac_Status","Prescribing_Setting","validedition","open_at"
"266","A85004","LONGRIGG MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"267","A85005","OXFORD TCE & RAWLING RD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"268","A85006","GLENPARK MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"269","A85007","FELL COTTAGE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"270","A85008","BIRTLEY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"271","A85009","CROWHALL MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"272","A85010","CHAINBRIDGE MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"273","A85011","ST. ALBANS MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"274","A85012","METRO INTERCHANGE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"275","A85013","MILLENNIUM FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"276","A85014","CRAWCROOK MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"277","A85016","WREKENTON MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"278","A85017","BEWICK ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"279","A85018","OLDWELL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"280","A85019","CENTRAL GATESHEAD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"281","A85020","WHICKHAM COTTAGE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"282","A85021","SECOND STREET SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"283","A85023","TEAMS MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"284","A85024","CHOPWELL PRIMARY HEALTHCARE CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"285","A85026","BEACON VIEW MEDICAL CENTRE",1993-10-04,NA,"A",4,"18/19","2019-03-31"
"286","A85609","108 RAWLING ROAD(RAWLING ROAD PRACTICE)",1974-04-01,2021-06-30,"C",4,"18/19","2019-03-31"
"287","A85611","PELAW MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"288","A85614","THE BRIDGES MEDICAL PRACTICE",1988-02-01,NA,"A",4,"18/19","2019-03-31"
"289","A85616","HOLLYHURST MEDICAL CENTRE",1991-07-01,NA,"A",4,"18/19","2019-03-31"
"290","A85617","SUNNISIDE SURGERY",1997-02-01,NA,"A",4,"18/19","2019-03-31"
"291","A85620","GRANGE ROAD MEDICAL PRACTICE",2002-10-07,NA,"A",4,"18/19","2019-03-31"
"292","A86003","SAVILLE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"293","A86004","PROSPECT MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"294","A86005","WEST FARM SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"295","A86006","ROSEWORTH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"296","A86007","AVENUE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"297","A86008","PARK MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"298","A86010","BIDDLESTONE HEALTH GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"299","A86011","WALKER MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"300","A86012","WEST ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"301","A86013","DENTON PARK MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"302","A86015","HOLLY MEDICAL GROUP",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"303","A86016","LANE END SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"304","A86017","CRUDDAS PARK SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"305","A86018","THE GROVE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"306","A86020","THE SURGERY-OSBORNE ROAD",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"307","A86021","HOLMSIDE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"308","A86022","PARKWAY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"309","A86023","BENFIELD PARK MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"310","A86024","HEATON ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"311","A86025","WESTERHOPE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"312","A86026","THROCKLEY PRIMARY CARE CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"313","A86027","NEWCASTLE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"314","A86028","REGENT MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"315","A86029","THORNFIELD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"316","A86030","BETTS AVENUE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"317","A86031","FENHAM HALL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"318","A86033","BRUNTON PARK",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"319","A86035","BROADWAY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"320","A86036","GOSFORTH MEMORIAL MED.CTR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"321","A86037","ELSWICK FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"322","A86038","NEWBURN SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"323","A86040","ST. ANTHONY'S HEALTH CENTRE",1995-05-01,NA,"A",4,"18/19","2019-03-31"
"324","A86041","SWARLAND AVENUE SURGERY",1998-10-01,NA,"A",4,"18/19","2019-03-31"
"325","A86601","DENTON TURRET MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"326","A87002","SPRING TERRACE HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"327","A87003","PORTUGAL PLACE HEALTH CTR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"328","A87004","COLLINGWOOD HEALTH GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"329","A87005","WHITLEY BAY HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"330","A87006","49 MARINE AVENUE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"331","A87007","FOREST HALL MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"332","A87008","MARINE AVENUE MEDICAL CTR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"333","A87009","PRIORY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"334","A87011","BEAUMONT PARK SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"335","A87012","WIDEOPEN MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"336","A87013","BEWICKE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"337","A87014","EARSDON PARK MEDICAL PRACTICE",1974-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"338","A87015","APPLEBY SURGERY",1974-04-01,2021-08-31,"C",4,"18/19","2019-03-31"
"339","A87016","THE VILLAGE GREEN SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"340","A87017","WOODLANDS PARK HEALTH CTR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"341","A87019","NELSON MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"342","A87020","MONKSEATON MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"343","A87022","NORTHUMBERLAND PARK MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"344","A87023","BRIDGE MEDICAL",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"345","A87027","GARDEN PARK SURGERY",1974-04-01,2020-07-31,"C",4,"18/19","2019-03-31"
"346","A87029","PARK ROAD MEDICAL PRACT",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"347","A87030","REDBURN PARK MEDICAL CENTRE",1988-04-09,NA,"A",4,"18/19","2019-03-31"
"348","A87600","PARK PARADE PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"349","A87612","WELLSPRING MEDICAL PRACT.",1988-12-01,NA,"A",4,"18/19","2019-03-31"
"350","A87615","MALLARD MEDICAL PRACTICE",1991-02-01,NA,"A",4,"18/19","2019-03-31"
"351","A88001","VICTORIA MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"352","A88002","FARNHAM MEDICAL CTR.",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"353","A88003","MARSDEN RD. HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"354","A88004","MAYFIELD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"355","A88005","WENLOCK ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"356","A88006","TALBOT MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"357","A88007","WAWN STREET SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"358","A88008","TRINITY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"359","A88009","DR THORNILEY-WALKER & PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"360","A88010","ALBERT ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"361","A88012","ELLISON VIEW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"362","A88013","CENTRAL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"363","A88014","WEST VIEW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"364","A88015","ST GEORGE & RIVERSIDE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"365","A88016","COLLIERY COURT MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"366","A88022","THE GLEN MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"367","A88023","WHITBURN SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"368","A88025","THE G.P.SUITE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"369","A88601","IMEARY STREET PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"370","A88603","THE PARK SURGERY",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"371","A88608","RAVENSWORTH SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"372","A88613","EAST WING PRACTICE",1999-01-01,NA,"A",4,"18/19","2019-03-31"
"373","A89001","DEERNESS PARK MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"374","A89002","DR BHATE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"375","A89004","HETTON GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"376","A89005","VILLETTE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"377","A89006","WEARSIDE MEDICAL PRACTICE - PALLION",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"378","A89007","PALLION FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"379","A89008","RED HOUSE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"380","A89009","HERRINGTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"381","A89010","DR STEPHENSON & PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"382","A89011","JOSHI NA",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"383","A89012","GALLERIES MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"384","A89013","THE NEW CITY MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"385","A89015","FULWELL MEDICAL CENTRE,",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"386","A89016","ST BEDE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"387","A89017","MILLFIELD MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"388","A89018","ASHBURN MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"389","A89019","BRIDGE VIEW MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"390","A89020","FORGE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"391","A89021","KEPIER MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"392","A89022","CONCORD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"393","A89023","HOUGHTON MEDICAL GROUP,",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"394","A89024","THE BROADWAY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"395","A89025","SUNDERLAND GP ALLIANCE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"396","A89026","NEW WASHINGTON MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"397","A89027","SPRINGWELL MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"398","A89028","GRANGEWOOD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"399","A89030","WESTBOURNE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"400","A89031","HYLTON MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"401","A89032","NEW SILKSWORTH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"402","A89034","PARK LANE PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"403","A89035","SOUTHLANDS MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"404","A89036","CASTLETOWN MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"405","A89040","MONKWEARMOUTH HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"406","A89041","HAPPY HOUSE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"407","A89603","DR. R. OBONNA",1974-04-01,2020-11-30,"C",4,"18/19","2019-03-31"
"408","A89604","DR WEATHERHEAD & ASSOCIATES",1974-04-01,2021-06-30,"C",4,"18/19","2019-03-31"
"409","A89612","NATHAN JR",1985-08-19,2019-07-31,"C",4,"18/19","2019-03-31"
"410","A89614","SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"411","A89616","RICKLETON MEDICAL CENTRE",1988-05-01,NA,"A",4,"18/19","2019-03-31"
"412","A89617","I J HEALTHCARE",1988-05-21,NA,"A",4,"18/19","2019-03-31"
"413","A89620","DR THOMAS",1997-04-01,2019-04-30,"C",4,"18/19","2019-03-31"
"414","A89623","CHESTER SURGERY",1999-04-01,NA,"A",4,"18/19","2019-03-31"
"415","A89624","DR. N.J. BHATT & DR. H.M. BENN",2000-03-01,2019-04-30,"C",4,"18/19","2019-03-31"
"416","B81002","CHP LTD - BRANSHOLME",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"417","B81003","BEACON MEDICAL",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"418","B81004","EASTGATE MEDICAL GROUP, HORNSEA",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"419","B81005","THE CENTRAL SURGERY BARTON",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"420","B81006","HUMBER PRIMARY CARE LTD",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"421","B81007","WINTERTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"422","B81008","EAST HULL FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"423","B81009","MARKET WEIGHTON GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"424","B81010","HESSLE GRANGE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"425","B81011","KINGSTON HEALTH (HULL)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"426","B81012","DR AP KUMAR",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"427","B81013","MONTAGUE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"428","B81014","PRACTICE TWO",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"429","B81015","CLEE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"430","B81016","PELHAM MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"431","B81017","KINGSTON MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"432","B81018","ORCHARD 2000 GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"433","B81020","THE SUTTON MANOR SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"434","B81021","FAITH HOUSE SURGERY",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"435","B81022","CAMBRIDGE AVENUE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"436","B81023","THE CHANTRY HEALTH GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"437","B81024","THE WILLERBY SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"438","B81025","HOLDERNESS HEALTH",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"439","B81026","ANCORA MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"440","B81027","ST ANDREWS SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"441","B81029","THE SNAITH AND RAWCLIFFE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"442","B81030","SCARTHO MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"443","B81031","FIELDHOUSE MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"444","B81032","WILBERFORCE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"445","B81034","LEVEN & BEEFORD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"446","B81035","THE AVENUES MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"447","B81036","POCKLINGTON GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"448","B81037","THE PARK SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"449","B81038","DR IA GALEA AND PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"450","B81039","THE ROXTON PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"451","B81040","DR JAD WEIR & PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"452","B81041","GILBERDYKE HEALTH CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"453","B81042","MANOR ROAD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"454","B81043","SOUTH AXHOLME PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"455","B81045","ASHBY TURN PRIMARY CARE PARTNERS",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"456","B81046","THE BRIDGE GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"457","B81047","WOLSELEY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"458","B81048","MODALITY PARTNERSHIP (HULL)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"459","B81049","NEW HALL SURGERY",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"460","B81050","HEDON GROUP PRACTICE",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"461","B81051","OLD FIRE STATION SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"462","B81052","PRINCES MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"463","B81053","DIADEM MEDICAL PRACTICE",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"464","B81054","CLIFTON HOUSE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"465","B81055","THE LYNTON PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"466","B81056","THE SPRINGHEAD MEDICAL CENTRE",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"467","B81058","SYDENHAM GROUP PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"468","B81060","FIELD HOUSE SURGERY, BRIDLINGTON",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"469","B81061","THE RIDINGS MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"470","B81062","HOLDERNESS HEALTH (CHURCH VIEW SURGERY)",1974-04-01,2020-06-30,"C",4,"18/19","2019-03-31"
"471","B81063","BRIDGE STREET SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"472","B81064","CHURCH LANE MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"473","B81065","TRENT VIEW MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"474","B81066","EAST HULL FAMILY PRACTICE (PARK HC)",1974-04-01,2020-07-31,"C",4,"18/19","2019-03-31"
"475","B81068","BARTHOLOMEW MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"476","B81069","PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"477","B81070","PRACTICE ONE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"478","B81074","CITY HEALTH PRACTICE LTD",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"479","B81075","HASTINGS MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"480","B81077","WOODFORD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"481","B81080","EAST HULL FAMILY PRACTICE",1974-04-01,2020-07-31,"C",4,"18/19","2019-03-31"
"482","B81082","NORTH BEVERLEY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"483","B81085","BURNBRAE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"484","B81087","BIRKWOOD MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"485","B81088","HOWDEN MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"486","B81089","DR L WITVLIET'S PRACTICE",1974-04-01,2019-07-31,"C",4,"18/19","2019-03-31"
"487","B81090","THE OSWALD ROAD MEDICAL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"488","B81091","LITTLEFIELD SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"489","B81092","THE MEDICAL CENTRE, DRIFFIELD",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"490","B81095","COOK BF",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"491","B81097","DELTA HEALTHCARE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"492","B81099","THE KIRTON LINDSEY AND SCOTTER SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"493","B81100","DR AC MILNER",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"494","B81101","GREENGATES MEDICAL GROUP",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"495","B81104","NAYAR JK",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"496","B81108","DR A SINHA",1987-07-01,NA,"A",4,"18/19","2019-03-31"
"497","B81109","RIVERSIDE SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"498","B81112","JAMES ALEXANDER FAMILY PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"499","B81113","CEDAR MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"500","B81118","WEST COMMON LANE TEACHING PRACTICE",1991-07-01,NA,"A",4,"18/19","2019-03-31"
"501","B81119","GOODHEART SURGERY",1991-11-01,NA,"A",4,"18/19","2019-03-31"
"502","B81602","HANCOCKS ME",1974-04-01,2020-11-30,"C",4,"18/19","2019-03-31"
"503","B81603","ROXTON AT WEELSBY VIEW",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"504","B81606","STIRLING MEDICAL CENTRE (MATHEWS)",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"505","B81616","DR GT HENDOW'S PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"506","B81617","THE BIRCHES MEDICAL PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"507","B81619","PARK VIEW SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"508","B81620","BISWAS B",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"509","B81628","BARNETBY MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"510","B81631","DRS RAUT AND THOUFEEQ",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"511","B81635","LAURBEL SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"512","B81642","DR OZ QURESHI",1986-07-15,NA,"A",4,"18/19","2019-03-31"
"513","B81645","EAST PARK PRACTICE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"514","B81647","WEST TOWN SURGERY",1987-09-07,NA,"A",4,"18/19","2019-03-31"
"515","B81648","THE KILLINGHOLME SURGERY",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"516","B81653","KING STREET MEDICAL CENTRE",1974-04-01,NA,"A",4,"18/19","2019-03-31"
"517","B81655","GREENLANDS SURGERY",1988-06-01,NA,"A",4,"18/19","2019-03-31"
"518","B81656","RAJ MEDICAL CENTRE",1988-07-01,NA,"A",4,"18/19","2019-03-31"
"519","B81658","PEELER HOUSE SURGERY",1989-04-27,NA,"A",4,"18/19","2019-03-31"
"520","B81663","CORE CARE FAMILY PRACTICE",1989-12-01,NA,"A",4,"18/19","2019-03-31"
"521","B81664","HUMBERVIEW SURGERY",1989-12-01,NA,"A",4,"18/19","2019-03-31"
"522","B81665","HEALING PARTNERSHIP",1990-02-19,NA,"A",4,"18/19","2019-03-31"
"523","B81666","DR MITCHELL",1990-02-19,NA,"A",4,"18/19","2019-03-31"
"524","B81675","HAXBY GROUP CALVERT & NEWINGTON",1992-05-04,NA,"A",4,"18/19","2019-03-31"
"525","B81677","DRS CHALMERS & MEIER",1993-10-01,NA,"D",4,"18/19","2019-03-31"
"526","B81688","GOODHEART SURGERY",1999-04-01,NA,"D",4,"18/19","2019-03-31"
"527","B81693","MEDI ACCESS LTD",2002-03-01,2019-07-31,"C",4,"18/19","2019-03-31"
"528","B81697","DR P SURESH BABU",2002-10-01,NA,"A",4,"18/19","2019-03-31"
"529","B82001","FALSGRAVE SURGERY",1974-04-01,2019-07-31,"C",4,"18/19","2019-03-31"
